map	regime	visit	first_day	last_day	n_windows	n_pairs	pair_first	pair_last
D_fine4	2	107	2016-01-22	2016-01-22	1	13	13010	13022
D_fine4	1	78	2016-01-23	2016-01-23	1	14	13023	13036
D_fine4	0	80	2016-01-24	2016-01-24	1	15	13037	13051
D_fine4	2	108	2016-01-25	2016-01-26	2	28	13052	13079
D_fine4	3	84	2016-01-27	2016-01-29	3	54	13080	13133
D_fine4	0	81	2016-01-31	2016-01-31	1	15	13145	13159
D_fine4	3	85	2016-02-01	2016-02-01	1	15	13160	13174
D_fine4	0	82	2016-02-02	2016-02-03	2	37	13175	13211
D_fine4	2	109	2016-02-04	2016-02-04	1	17	13212	13228
D_fine4	3	86	2016-02-05	2016-02-05	1	23	13229	13251
D_fine4	1	79	2016-02-06	2016-02-07	2	48	13252	13299
D_fine4	2	110	2016-02-08	2016-02-08	1	24	13300	13323
D_fine4	3	87	2016-02-09	2016-02-12	4	76	13324	13399
D_fine4	0	83	2016-02-13	2016-02-14	2	39	13400	13438
D_fine4	1	80	2016-02-15	2016-02-15	1	19	13439	13457
D_fine4	2	111	2016-02-16	2016-02-16	1	17	13458	13474
D_fine4	3	88	2016-02-17	2016-02-18	2	32	13475	13506
D_fine4	2	112	2016-02-19	2016-02-20	2	26	13507	13532
D_fine4	1	81	2016-02-21	2016-02-21	1	15	13533	13547
D_fine4	2	113	2016-02-22	2016-02-23	2	36	13548	13583
D_fine4	3	89	2016-02-24	2016-02-26	3	46	13584	13629
D_fine4	1	82	2016-02-27	2016-02-28	2	26	13630	13655
D_fine4	2	114	2016-02-29	2016-02-29	1	13	13656	13668
D_fine4	3	90	2016-03-01	2016-03-02	2	27	13669	13695
D_fine4	3	91	2016-03-04	2016-03-04	1	12	13707	13718
D_fine4	2	115	2016-03-05	2016-03-05	1	12	13719	13730
D_fine4	0	84	2016-03-06	2016-03-06	1	15	13731	13745
D_fine4	3	92	2016-03-07	2016-03-08	2	25	13746	13770
D_fine4	2	116	2016-03-09	2016-03-10	2	26	13771	13796
D_fine4	3	93	2016-03-11	2016-03-11	1	15	13797	13811
D_fine4	2	117	2016-03-12	2016-03-12	1	16	13812	13827
D_fine4	0	85	2016-03-13	2016-03-13	1	16	13828	13843
D_fine4	3	94	2016-03-14	2016-03-14	1	14	13844	13857
D_fine4	2	118	2016-03-15	2016-03-16	2	35	13858	13892
D_fine4	3	95	2016-03-17	2016-03-18	2	41	13893	13933
D_fine4	1	83	2016-03-19	2016-03-19	1	18	13934	13951
D_fine4	0	86	2016-03-20	2016-03-20	1	14	13952	13965
D_fine4	3	96	2016-03-21	2016-03-22	2	34	13966	13999
D_fine4	2	119	2016-03-23	2016-03-23	1	17	14000	14016
D_fine4	3	97	2016-03-24	2016-03-24	1	16	14017	14032
D_fine4	2	120	2016-03-25	2016-03-25	1	17	14033	14049
D_fine4	1	84	2016-03-26	2016-03-26	1	13	14050	14062
D_fine4	0	87	2016-03-27	2016-03-27	1	16	14063	14078
D_fine4	3	98	2016-03-28	2016-04-01	5	76	14079	14154
D_fine4	1	85	2016-04-02	2016-04-03	2	29	14155	14183
D_fine4	2	121	2016-04-04	2016-04-04	1	17	14184	14200
D_fine4	3	99	2016-04-05	2016-04-08	4	85	14201	14285
D_fine4	1	86	2016-04-09	2016-04-09	1	21	14286	14306
D_fine4	0	88	2016-04-10	2016-04-10	1	18	14307	14324
D_fine4	3	100	2016-04-11	2016-04-15	5	96	14325	14420
D_fine4	1	87	2016-04-16	2016-04-17	2	42	14421	14462
D_fine4	3	101	2016-04-18	2016-04-22	5	114	14463	14576
D_fine4	1	88	2016-04-23	2016-04-24	2	44	14577	14620
D_fine4	3	102	2016-04-25	2016-04-26	2	36	14621	14656
D_fine4	3	103	2016-05-05	2016-05-05	1	23	14665	14687
D_fine4	2	122	2016-05-06	2016-05-06	1	24	14688	14711
D_fine4	1	89	2016-05-07	2016-05-08	2	48	14712	14759
D_fine4	3	104	2016-05-09	2016-05-12	4	96	14760	14855
D_fine4	2	123	2016-05-13	2016-05-13	1	24	14856	14879
D_fine4	0	89	2016-05-14	2016-05-14	1	24	14880	14903
D_fine4	1	90	2016-05-15	2016-05-15	1	24	14904	14927
D_fine4	3	105	2016-05-16	2016-05-19	4	95	14928	15022
D_fine4	2	124	2016-05-20	2016-05-20	1	24	15023	15046
D_fine4	1	91	2016-05-21	2016-05-22	2	48	15047	15094
D_fine4	3	106	2016-05-23	2016-05-26	4	87	15095	15181
D_fine4	2	125	2016-05-27	2016-05-27	1	21	15182	15202
D_fine4	0	90	2016-05-28	2016-05-30	3	64	15203	15266
D_fine4	3	107	2016-05-31	2016-06-01	2	42	15267	15308
D_fine4	2	126	2016-06-02	2016-06-03	2	45	15309	15353
D_fine4	1	92	2016-06-04	2016-06-05	2	48	15354	15401
D_fine4	3	108	2016-06-06	2016-06-06	1	24	15402	15425
D_fine4	2	127	2016-06-07	2016-06-07	1	24	15426	15449
D_fine4	3	109	2016-06-08	2016-06-08	1	24	15450	15473
D_fine4	2	128	2016-06-09	2016-06-10	2	48	15474	15521
D_fine4	1	93	2016-06-11	2016-06-12	2	48	15522	15569
D_fine4	3	110	2016-06-13	2016-06-15	3	72	15570	15641
D_fine4	2	129	2016-06-16	2016-06-18	3	72	15642	15713
D_fine4	1	94	2016-06-19	2016-06-19	1	24	15714	15737
D_fine4	3	111	2016-06-20	2016-06-23	4	96	15738	15833
D_fine4	2	130	2016-06-24	2016-06-24	1	24	15834	15857
D_fine4	1	95	2016-06-25	2016-06-25	1	24	15858	15881
D_fine4	0	91	2016-06-26	2016-06-26	1	24	15882	15905
D_fine4	2	131	2016-06-27	2016-06-30	4	95	15906	16000
D_fine4	1	96	2016-07-01	2016-07-01	1	24	16001	16024
D_fine4	0	92	2016-07-02	2016-07-04	3	72	16025	16096
D_fine4	1	97	2016-07-05	2016-07-05	1	24	16097	16120
D_fine4	2	132	2016-07-06	2016-07-08	3	72	16121	16192
D_fine4	0	93	2016-07-09	2016-07-10	2	48	16193	16240
D_fine4	2	133	2016-07-11	2016-07-15	5	114	16241	16354
D_fine4	0	94	2016-07-16	2016-07-17	2	48	16355	16402
D_fine4	1	98	2016-07-18	2016-07-18	1	24	16403	16426
D_fine4	0	95	2016-07-19	2016-07-19	1	24	16427	16450
D_fine4	2	134	2016-07-20	2016-07-21	2	48	16451	16498
D_fine4	1	99	2016-07-22	2016-07-22	1	24	16499	16522
D_fine4	3	112	2016-07-23	2016-07-23	1	24	16523	16546
D_fine4	0	96	2016-07-24	2016-07-24	1	24	16547	16570
D_fine4	2	135	2016-07-25	2016-07-28	4	96	16571	16666
D_fine4	0	97	2016-07-29	2016-07-31	3	72	16667	16738
D_fine4	1	100	2016-08-01	2016-08-01	1	24	16739	16762
D_fine4	2	136	2016-08-02	2016-08-02	1	24	16763	16786
D_fine4	1	101	2016-08-03	2016-08-03	1	24	16787	16810
D_fine4	2	137	2016-08-04	2016-08-05	2	48	16811	16858
D_fine4	1	102	2016-08-06	2016-08-07	2	48	16859	16906
D_fine4	2	138	2016-08-08	2016-08-08	1	24	16907	16930
D_fine4	1	103	2016-08-09	2016-08-10	2	48	16931	16978
D_fine4	2	139	2016-08-11	2016-08-12	2	48	16979	17026
D_fine4	0	98	2016-08-13	2016-08-14	2	48	17027	17074
D_fine4	2	140	2016-08-15	2016-08-19	5	120	17075	17194
D_fine4	0	99	2016-08-20	2016-08-21	2	48	17195	17242
D_fine4	2	141	2016-08-22	2016-08-26	5	119	17243	17361
D_fine4	0	100	2016-08-27	2016-08-29	3	72	17362	17433
D_fine4	2	142	2016-08-30	2016-08-31	2	48	17434	17481
D_fine4	3	113	2016-09-01	2016-09-01	1	21	17482	17502
D_fine4	2	143	2016-09-02	2016-09-02	1	24	17503	17526
D_fine4	0	101	2016-09-03	2016-09-05	3	72	17527	17598
D_fine4	2	144	2016-09-06	2016-09-09	4	96	17599	17694
D_fine4	1	104	2016-09-10	2016-09-11	2	48	17695	17742
D_fine4	2	145	2016-09-12	2016-09-16	5	120	17743	17862
D_fine4	1	105	2016-09-17	2016-09-18	2	46	17863	17908
D_fine4	2	146	2016-09-19	2016-09-19	1	24	17909	17932
D_fine4	3	114	2016-09-20	2016-09-21	2	46	17933	17978
D_fine4	2	147	2016-09-22	2016-09-23	2	48	17979	18026
D_fine4	1	106	2016-09-24	2016-09-24	1	24	18027	18050
D_fine4	0	102	2016-09-25	2016-09-25	1	23	18051	18073
D_fine4	1	107	2016-09-26	2016-09-26	1	24	18074	18097
D_fine4	2	148	2016-09-27	2016-09-30	4	95	18098	18192
D_fine4	1	108	2016-10-01	2016-10-01	1	24	18193	18216
D_fine4	0	103	2016-10-02	2016-10-02	1	24	18217	18240
D_fine4	2	149	2016-10-03	2016-10-07	5	119	18241	18359
D_fine4	1	109	2016-10-08	2016-10-08	1	23	18360	18382
D_fine4	0	104	2016-10-09	2016-10-09	1	23	18383	18405
D_fine4	2	150	2016-10-10	2016-10-10	1	23	18406	18428
D_fine4	1	110	2016-10-11	2016-10-11	1	24	18429	18452
D_fine4	2	151	2016-10-12	2016-10-14	3	71	18453	18523
D_fine4	1	111	2016-10-15	2016-10-16	2	42	18524	18565
D_fine4	2	152	2016-10-17	2016-10-21	5	112	18566	18677
D_fine4	0	105	2016-10-22	2016-10-23	2	47	18678	18724
D_fine4	2	153	2016-10-24	2016-10-28	5	120	18725	18844
D_fine4	0	106	2016-10-29	2016-10-30	2	48	18845	18892
D_fine4	2	154	2016-10-31	2016-11-04	5	120	18893	19012
D_fine4	1	112	2016-11-05	2016-11-05	1	24	19013	19036
D_fine4	0	107	2016-11-06	2016-11-06	1	24	19037	19060
D_fine4	2	155	2016-11-07	2016-11-11	5	120	19061	19180
D_fine4	0	108	2016-11-12	2016-11-13	2	48	19181	19228
D_fine4	2	156	2016-11-14	2016-11-16	3	72	19229	19300
D_fine4	3	115	2016-11-17	2016-11-17	1	24	19301	19324
D_fine4	1	113	2016-11-18	2016-11-18	1	24	19325	19348
D_fine4	0	109	2016-11-19	2016-11-20	2	48	19349	19396
D_fine4	2	157	2016-11-21	2016-11-22	2	48	19397	19444
D_fine4	1	114	2016-11-23	2016-11-23	1	24	19445	19468
D_fine4	0	110	2016-11-24	2016-11-27	4	94	19469	19562
D_fine4	2	158	2016-11-28	2016-11-30	3	72	19563	19634
D_fine4	3	116	2016-12-01	2016-12-02	2	47	19635	19681
D_fine4	2	159	2016-12-03	2016-12-03	1	24	19682	19705
D_fine4	0	111	2016-12-04	2016-12-04	1	21	19706	19726
D_fine4	3	117	2016-12-05	2016-12-06	2	45	19727	19771
D_fine4	2	160	2016-12-07	2016-12-07	1	21	19772	19792
D_fine4	3	118	2016-12-08	2016-12-08	1	24	19793	19816
D_fine4	2	161	2016-12-09	2016-12-09	1	24	19817	19840
D_fine4	1	115	2016-12-10	2016-12-10	1	24	19841	19864
D_fine4	0	112	2016-12-11	2016-12-11	1	24	19865	19888
D_fine4	1	116	2016-12-12	2016-12-12	1	24	19889	19912
D_fine4	2	162	2016-12-13	2016-12-15	3	72	19913	19984
D_fine4	1	117	2016-12-16	2016-12-16	1	21	19985	20005
D_fine4	0	113	2016-12-17	2016-12-18	2	45	20006	20050
D_fine4	2	163	2016-12-19	2016-12-19	1	24	20051	20074
D_fine4	3	119	2016-12-20	2016-12-20	1	24	20075	20098
D_fine4	2	164	2016-12-21	2016-12-22	2	48	20099	20146
D_fine4	1	118	2016-12-23	2016-12-23	1	24	20147	20170
D_fine4	0	114	2016-12-24	2016-12-26	3	72	20171	20242
D_fine4	1	119	2016-12-27	2016-12-29	3	72	20243	20314
D_fine4	2	165	2016-12-30	2016-12-30	1	24	20315	20338
D_fine4	1	120	2016-12-31	2016-12-31	1	24	20339	20362
D_fine4	0	115	2017-01-01	2017-01-02	2	48	20363	20410
D_fine4	2	166	2017-01-03	2017-01-06	4	96	20411	20506
D_fine4	1	121	2017-01-07	2017-01-07	1	24	20507	20530
D_fine4	0	116	2017-01-08	2017-01-08	1	24	20531	20554
D_fine4	1	122	2017-01-09	2017-01-09	1	24	20555	20578
D_fine4	0	117	2017-01-10	2017-01-11	2	48	20579	20626
D_fine4	2	167	2017-01-12	2017-01-13	2	48	20627	20674
D_fine4	1	123	2017-01-14	2017-01-14	1	24	20675	20698
D_fine4	0	118	2017-01-15	2017-01-15	1	24	20699	20722
D_fine4	1	124	2017-01-16	2017-01-16	1	24	20723	20746
D_fine4	2	168	2017-01-17	2017-01-18	2	48	20747	20794
D_fine4	3	120	2017-01-19	2017-01-19	1	24	20795	20818
D_fine4	2	169	2017-01-20	2017-01-20	1	24	20819	20842
D_fine4	1	125	2017-01-21	2017-01-21	1	24	20843	20866
D_fine4	0	119	2017-01-22	2017-01-22	1	24	20867	20890
D_fine4	2	170	2017-01-23	2017-01-25	3	72	20891	20962
D_fine4	3	121	2017-01-26	2017-01-27	2	48	20963	21010
D_fine4	1	126	2017-01-28	2017-01-29	2	48	21011	21058
D_fine4	2	171	2017-01-30	2017-01-31	2	48	21059	21106
D_fine4	3	122	2017-02-01	2017-02-03	3	72	21107	21178
D_fine4	1	127	2017-02-04	2017-02-05	2	48	21179	21226
D_fine4	2	172	2017-02-06	2017-02-07	2	48	21227	21274
D_fine4	3	123	2017-02-08	2017-02-09	2	48	21275	21322
D_fine4	2	173	2017-02-10	2017-02-10	1	24	21323	21346
D_fine4	1	128	2017-02-11	2017-02-12	2	48	21347	21394
D_fine4	2	174	2017-02-13	2017-02-13	1	16	21395	21410
D_fine4	3	124	2017-02-14	2017-02-14	1	15	21411	21425
D_fine4	2	175	2017-02-21	2017-02-21	1	15	21426	21440
D_fine4	3	125	2017-02-28	2017-02-28	1	13	21444	21456
D_fine4	2	176	2017-03-01	2017-03-01	1	24	21457	21480
D_fine4	3	126	2017-03-02	2017-03-03	2	48	21481	21528
D_fine4	1	129	2017-03-04	2017-03-05	2	48	21529	21576
D_fine4	3	127	2017-03-06	2017-03-10	5	120	21577	21696
D_fine4	2	177	2017-03-11	2017-03-11	1	24	21697	21720
D_fine4	1	130	2017-03-12	2017-03-12	1	23	21721	21743
D_fine4	2	178	2017-03-13	2017-03-13	1	23	21744	21766
D_fine4	3	128	2017-03-14	2017-03-14	1	24	21767	21790
D_fine4	2	179	2017-03-15	2017-03-15	1	23	21791	21813
D_fine4	3	129	2017-03-16	2017-03-17	2	48	21814	21861
D_fine4	1	131	2017-03-18	2017-03-19	2	48	21862	21909
D_fine4	3	130	2017-03-20	2017-03-23	4	95	21910	22004
D_fine4	2	180	2017-03-24	2017-03-25	2	48	22005	22052
D_fine4	1	132	2017-03-26	2017-03-26	1	24	22053	22076
D_fine4	3	131	2017-03-27	2017-03-31	5	120	22077	22196
D_fine4	1	133	2017-04-01	2017-04-01	1	24	22197	22220
D_fine4	0	120	2017-04-02	2017-04-02	1	24	22221	22244
D_fine4	2	181	2017-04-03	2017-04-03	1	24	22245	22268
D_fine4	3	132	2017-04-04	2017-04-06	3	71	22269	22339
D_fine4	2	182	2017-04-07	2017-04-07	1	23	22340	22362
D_fine4	1	134	2017-04-08	2017-04-09	2	48	22363	22410
D_fine4	3	133	2017-04-10	2017-04-13	4	89	22411	22499
D_fine4	3	134	2017-04-20	2017-04-21	2	36	22503	22538
D_fine4	1	135	2017-04-22	2017-04-23	2	48	22539	22586
D_fine4	3	135	2017-04-24	2017-04-27	4	96	22587	22682
D_fine4	2	183	2017-04-28	2017-04-29	2	48	22683	22730
D_fine4	1	136	2017-04-30	2017-04-30	1	24	22731	22754
D_fine4	2	184	2017-05-01	2017-05-01	1	24	22755	22778
D_fine4	3	136	2017-05-02	2017-05-04	3	72	22779	22850
D_fine4	2	185	2017-05-05	2017-05-05	1	24	22851	22874
D_fine4	1	137	2017-05-06	2017-05-07	2	48	22875	22922
D_fine4	2	186	2017-05-08	2017-05-08	1	24	22923	22946
D_fine4	3	137	2017-05-09	2017-05-11	3	72	22947	23018
D_fine4	2	187	2017-05-12	2017-05-12	1	24	23019	23042
D_fine4	1	138	2017-05-13	2017-05-14	2	48	23043	23090
D_fine4	2	188	2017-05-15	2017-05-15	1	24	23091	23114
D_fine4	3	138	2017-05-16	2017-05-16	1	24	23115	23138
D_fine4	2	189	2017-05-17	2017-05-17	1	24	23139	23162
D_fine4	3	139	2017-05-18	2017-05-19	2	48	23163	23210
D_fine4	0	121	2017-05-20	2017-05-20	1	24	23211	23234
D_fine4	1	139	2017-05-21	2017-05-21	1	24	23235	23258
D_fine4	2	190	2017-05-22	2017-05-22	1	24	23259	23282
D_fine4	3	140	2017-05-23	2017-05-25	3	72	23283	23354
D_fine4	2	191	2017-05-26	2017-05-26	1	24	23355	23378
D_fine4	0	122	2017-05-27	2017-05-29	3	72	23379	23450
D_fine4	3	141	2017-05-30	2017-06-01	3	72	23451	23522
D_fine4	2	192	2017-06-02	2017-06-02	1	24	23523	23546
D_fine4	1	140	2017-06-03	2017-06-04	2	48	23547	23594
D_fine4	3	142	2017-06-05	2017-06-08	4	96	23595	23690
D_fine4	2	193	2017-06-09	2017-06-09	1	24	23691	23714
D_fine4	1	141	2017-06-10	2017-06-11	2	48	23715	23762
D_fine4	2	194	2017-06-12	2017-06-12	1	24	23763	23786
D_fine4	3	143	2017-06-13	2017-06-15	3	72	23787	23858
D_fine4	2	195	2017-06-16	2017-06-16	1	24	23859	23882
D_fine4	1	142	2017-06-17	2017-06-18	2	48	23883	23930
D_fine4	2	196	2017-06-19	2017-06-19	1	24	23931	23954
D_fine4	3	144	2017-06-20	2017-06-22	3	72	23955	24026
D_fine4	2	197	2017-06-23	2017-06-23	1	24	24027	24050
D_fine4	1	143	2017-06-24	2017-06-24	1	24	24051	24074
D_fine4	0	123	2017-06-25	2017-06-25	1	24	24075	24098
D_fine4	2	198	2017-06-26	2017-06-26	1	24	24099	24122
D_fine4	3	145	2017-06-27	2017-06-27	1	24	24123	24146
D_fine4	2	199	2017-06-28	2017-06-28	1	24	24147	24170
D_fine4	3	146	2017-06-29	2017-06-29	1	24	24171	24194
D_fine4	2	200	2017-06-30	2017-06-30	1	24	24195	24218
D_fine4	0	124	2017-07-01	2017-07-02	2	44	24219	24262
D_fine4	1	144	2017-07-09	2017-07-09	1	13	24268	24280
D_fine4	3	147	2017-07-10	2017-07-13	4	94	24281	24374
D_fine4	2	201	2017-07-14	2017-07-14	1	24	24375	24398
D_fine4	0	125	2017-07-15	2017-07-16	2	48	24399	24446
D_fine4	2	202	2017-07-17	2017-07-17	1	24	24447	24470
D_fine4	3	148	2017-07-18	2017-07-20	3	72	24471	24542
D_fine4	2	203	2017-07-21	2017-07-21	1	24	24543	24566
D_fine4	0	126	2017-07-22	2017-07-23	2	48	24567	24614
D_fine4	3	149	2017-07-24	2017-07-27	4	96	24615	24710
D_fine4	2	204	2017-07-28	2017-07-28	1	24	24711	24734
D_fine4	1	145	2017-07-29	2017-07-30	2	48	24735	24782
D_fine4	2	205	2017-07-31	2017-07-31	1	24	24783	24806
D_fine4	3	150	2017-08-01	2017-08-02	2	48	24807	24854
D_fine4	2	206	2017-08-03	2017-08-04	2	48	24855	24902
D_fine4	1	146	2017-08-05	2017-08-05	1	24	24903	24926
D_fine4	0	127	2017-08-06	2017-08-06	1	24	24927	24950
D_fine4	3	151	2017-08-07	2017-08-10	4	96	24951	25046
D_fine4	2	207	2017-08-11	2017-08-11	1	24	25047	25070
D_fine4	1	147	2017-08-12	2017-08-13	2	48	25071	25118
D_fine4	3	152	2017-08-14	2017-08-17	4	95	25119	25213
D_fine4	2	208	2017-08-18	2017-08-18	1	24	25214	25237
D_fine4	1	148	2017-08-19	2017-08-20	2	48	25238	25285
D_fine4	2	209	2017-08-21	2017-08-22	2	48	25286	25333
D_fine4	3	153	2017-08-23	2017-08-25	3	72	25334	25405
D_fine4	1	149	2017-08-26	2017-08-27	2	48	25406	25453
D_fine4	3	154	2017-08-28	2017-09-01	5	120	25454	25573
D_fine4	1	150	2017-09-02	2017-09-04	3	72	25574	25645
D_fine4	3	155	2017-09-05	2017-09-08	4	96	25646	25741
D_fine4	1	151	2017-09-09	2017-09-09	1	24	25742	25765
D_fine4	0	128	2017-09-10	2017-09-10	1	24	25766	25789
D_fine4	3	156	2017-09-11	2017-09-15	5	120	25790	25909
D_fine4	1	152	2017-09-16	2017-09-16	1	24	25910	25933
D_fine4	0	129	2017-09-17	2017-09-17	1	24	25934	25957
D_fine4	2	210	2017-09-18	2017-09-18	1	24	25958	25981
D_fine4	3	157	2017-09-19	2017-09-22	4	93	25982	26074
D_fine4	1	153	2017-09-23	2017-09-24	2	48	26075	26122
D_fine4	3	158	2017-09-25	2017-09-29	5	119	26123	26241
D_fine4	2	211	2017-09-30	2017-09-30	1	24	26242	26265
D_fine4	1	154	2017-10-01	2017-10-01	1	24	26266	26289
D_fine4	2	212	2017-10-02	2017-10-03	2	48	26290	26337
D_fine4	3	159	2017-10-04	2017-10-05	2	48	26338	26385
D_fine4	2	213	2017-10-06	2017-10-06	1	24	26386	26409
D_fine4	1	155	2017-10-07	2017-10-08	2	48	26410	26457
D_fine4	3	160	2017-10-09	2017-10-13	5	120	26458	26577
D_fine4	2	214	2017-10-14	2017-10-14	1	24	26578	26601
D_fine4	1	156	2017-10-15	2017-10-15	1	24	26602	26625
D_fine4	3	161	2017-10-16	2017-10-19	4	96	26626	26721
D_fine4	2	215	2017-10-20	2017-10-20	1	24	26722	26745
D_fine4	1	157	2017-10-21	2017-10-22	2	48	26746	26793
D_fine4	3	162	2017-10-23	2017-10-26	4	96	26794	26889
D_fine4	2	216	2017-10-27	2017-10-27	1	24	26890	26913
D_fine4	1	158	2017-10-28	2017-10-29	2	48	26914	26961
D_fine4	3	163	2017-10-30	2017-11-02	4	96	26962	27057
D_fine4	2	217	2017-11-03	2017-11-03	1	24	27058	27081
D_fine4	1	159	2017-11-04	2017-11-05	2	48	27082	27129
D_fine4	3	164	2017-11-06	2017-11-09	4	94	27130	27223
D_fine4	2	218	2017-11-10	2017-11-10	1	24	27224	27247
D_fine4	1	160	2017-11-11	2017-11-11	1	23	27248	27270
D_fine4	0	130	2017-11-12	2017-11-12	1	24	27271	27294
D_fine4	3	165	2017-11-13	2017-11-17	5	119	27295	27413
D_fine4	1	161	2017-11-18	2017-11-18	1	24	27414	27437
D_fine4	0	131	2017-11-19	2017-11-19	1	24	27438	27461
D_fine4	3	166	2017-11-20	2017-11-21	2	48	27462	27509
D_fine4	2	219	2017-11-22	2017-11-22	1	24	27510	27533
D_fine4	0	132	2017-11-23	2017-11-23	1	24	27534	27557
D_fine4	1	162	2017-11-24	2017-11-26	3	72	27558	27629
D_fine4	3	167	2017-11-27	2017-11-30	4	96	27630	27725
D_fine4	2	220	2017-12-01	2017-12-02	2	48	27726	27773
D_fine4	1	163	2017-12-03	2017-12-03	1	24	27774	27797
D_fine4	2	221	2017-12-04	2017-12-04	1	24	27798	27821
D_fine4	0	133	2017-12-05	2017-12-05	1	21	27822	27842
D_fine4	2	222	2017-12-06	2017-12-09	4	96	27843	27938
D_fine4	1	164	2017-12-10	2017-12-11	2	48	27939	27986
D_fine4	3	168	2017-12-12	2017-12-14	3	72	27987	28058
D_fine4	2	223	2017-12-15	2017-12-15	1	24	28059	28082
D_fine4	1	165	2017-12-16	2017-12-16	1	24	28083	28106
D_fine4	0	134	2017-12-17	2017-12-17	1	24	28107	28130
D_fine4	3	169	2017-12-18	2017-12-21	4	96	28131	28226
D_fine4	2	224	2017-12-22	2017-12-22	1	24	28227	28250
D_fine4	0	135	2017-12-23	2017-12-25	3	71	28251	28321
D_fine4	1	166	2017-12-26	2017-12-26	1	24	28322	28345
D_fine4	2	225	2017-12-27	2017-12-27	1	24	28346	28369
D_fine4	0	136	2017-12-28	2017-12-28	1	24	28370	28393
D_fine4	1	167	2017-12-29	2017-12-29	1	24	28394	28417
D_fine4	0	137	2017-12-30	2018-01-01	3	72	28418	28489
D_fine4	2	226	2018-01-02	2018-01-04	3	72	28490	28561
D_fine4	3	170	2018-01-05	2018-01-05	1	24	28562	28585
D_fine4	1	168	2018-01-06	2018-01-06	1	24	28586	28609
D_fine4	0	138	2018-01-07	2018-01-07	1	24	28610	28633
D_fine4	2	227	2018-01-08	2018-01-08	1	24	28634	28657
D_fine4	3	171	2018-01-09	2018-01-10	2	48	28658	28705
D_fine4	0	139	2018-01-11	2018-01-11	1	24	28706	28729
D_fine4	2	228	2018-01-12	2018-01-12	1	24	28730	28753
D_fine4	0	140	2018-01-13	2018-01-15	3	72	28754	28825
D_fine4	2	229	2018-01-16	2018-01-17	2	48	28826	28873
D_fine4	3	172	2018-01-18	2018-01-18	1	23	28874	28896
D_fine4	2	230	2018-01-19	2018-01-19	1	24	28897	28920
D_fine4	1	169	2018-01-20	2018-01-20	1	24	28921	28944
D_fine4	0	141	2018-01-21	2018-01-23	3	72	28945	29016
D_fine4	2	231	2018-01-24	2018-01-25	2	48	29017	29064
D_fine4	3	173	2018-01-26	2018-01-26	1	24	29065	29088
D_fine4	2	232	2018-01-27	2018-01-27	1	24	29089	29112
D_fine4	1	170	2018-01-28	2018-01-28	1	24	29113	29136
D_fine4	2	233	2018-01-29	2018-01-30	2	48	29137	29184
D_fine4	3	174	2018-01-31	2018-02-02	3	71	29185	29255
D_fine4	0	142	2018-02-03	2018-02-04	2	48	29256	29303
D_fine4	3	175	2018-02-05	2018-02-05	1	24	29304	29327
D_fine4	2	234	2018-02-06	2018-02-06	1	24	29328	29351
D_fine4	3	176	2018-02-07	2018-02-09	3	72	29352	29423
D_fine4	1	171	2018-02-10	2018-02-11	2	48	29424	29471
D_fine4	3	177	2018-02-12	2018-02-15	4	96	29472	29567
D_fine4	2	235	2018-02-16	2018-02-16	1	24	29568	29591
D_fine4	1	172	2018-02-17	2018-02-18	2	48	29592	29639
D_fine4	0	143	2018-02-19	2018-02-19	1	24	29640	29663
D_fine4	1	173	2018-02-20	2018-02-20	1	24	29664	29687
D_fine4	3	178	2018-02-21	2018-02-22	2	48	29688	29735
D_fine4	2	236	2018-02-23	2018-02-23	1	24	29736	29759
D_fine4	1	174	2018-02-24	2018-02-24	1	24	29760	29783
D_fine4	0	144	2018-02-25	2018-02-25	1	24	29784	29807
D_fine4	2	237	2018-02-26	2018-02-26	1	24	29808	29831
D_fine4	3	179	2018-02-27	2018-03-02	4	96	29832	29927
D_fine4	1	175	2018-03-03	2018-03-03	1	24	29928	29951
D_fine4	0	145	2018-03-04	2018-03-05	2	48	29952	29999
D_fine4	1	176	2018-03-06	2018-03-06	1	24	30000	30023
D_fine4	3	180	2018-03-07	2018-03-09	3	72	30024	30095
D_fine4	2	238	2018-03-10	2018-03-10	1	23	30096	30118
D_fine4	0	146	2018-03-11	2018-03-11	1	23	30119	30141
D_fine4	2	239	2018-03-12	2018-03-12	1	24	30142	30165
D_fine4	3	181	2018-03-13	2018-03-16	4	94	30166	30259
D_fine4	2	240	2018-03-17	2018-03-17	1	24	30260	30283
D_fine4	1	177	2018-03-18	2018-03-18	1	24	30284	30307
D_fine4	3	182	2018-03-19	2018-03-23	5	120	30308	30427
D_fine4	1	178	2018-03-24	2018-03-24	1	18	30428	30445
D_fine4	1	179	2018-03-31	2018-03-31	1	14	30448	30461
D_fine4	0	147	2018-04-01	2018-04-01	1	24	30462	30485
D_fine4	2	241	2018-04-02	2018-04-02	1	24	30486	30509
D_fine4	0	148	2018-04-03	2018-04-03	1	24	30510	30533
D_fine4	2	242	2018-04-04	2018-04-04	1	24	30534	30557
D_fine4	3	183	2018-04-05	2018-04-05	1	24	30558	30581
D_fine4	2	243	2018-04-06	2018-04-07	2	48	30582	30629
D_fine4	0	149	2018-04-08	2018-04-08	1	24	30630	30653
D_fine4	3	184	2018-04-09	2018-04-12	4	96	30654	30749
